matricula,dia,fim_de_semana,montada
2731,17,True,1
2731,18,True,1
2731,19,False,1
2731,20,False,1
2731,21,False,1
2731,22,False,1
2731,23,False,1
2731,24,True,1
2731,25,True,1
2731,26,False,1
2731,27,False,1
2731,28,False,1
2731,29,False,1
2731,30,False,1
2731,31,True,1
2733,1,False,1
2733,2,False,1
2733,3,True,1
2733,4,True,1
2733,5,False,1
2733,6,False,1
2733,7,False,1
2733,8,False,1
2733,9,False,1
2733,10,True,1
2733,11,True,1
2733,12,False,1
2733,13,False,1
2733,14,False,1
2733,15,False,1
2733,16,False,1
2733,17,True,1
2733,18,True,1
2733,19,False,1
2733,20,False,1
2733,21,False,1
2733,22,False,1
2733,23,False,1
2733,24,True,1
2733,25,True,1
2733,26,False,1
2733,27,False,1
2733,28,False,1
2733,29,False,1
2733,30,False,1
2733,31,True,1
2736,1,False,1
2736,2,False,1
2736,3,True,1
2736,4,True,1
2736,5,False,1
2736,6,False,1
2736,7,False,1
2736,8,False,1
2736,9,False,1
2736,10,True,1
2736,11,True,1
2736,12,False,1
2736,13,False,1
2736,14,False,1
2736,15,False,1
2736,16,False,1
2736,17,True,1
2736,18,True,1
2736,19,False,1
2736,20,False,1
2736,21,False,1
2736,22,False,1
2736,23,False,1
2736,24,True,1
2736,25,True,1
2736,26,False,1
2736,27,False,1
2736,28,False,1
2736,29,False,1
2736,30,False,1
2736,31,True,1
2737,1,False,1
2737,2,False,1
2737,3,True,1
2737,4,True,1
2737,5,False,1
2737,6,False,1
2737,7,False,1
2737,8,False,1
2737,9,False,1
2737,10,True,1
2737,11,True,1
2737,12,False,1
2737,13,False,1
2737,14,False,1
2737,15,False,1
2737,16,False,1
2737,17,True,1
2737,18,True,1
2737,19,False,1
2737,20,False,1
2737,21,False,1
2737,22,False,1
2737,23,False,1
2737,24,True,1
2737,25,True,1
2737,26,False,1
2737,27,False,1
2737,28,False,1
2737,29,False,1
2737,30,False,1
2737,31,True,1
2738,1,False,1
2738,2,False,1
2738,3,True,1
2738,4,True,1
2738,5,False,1
2738,6,False,1
2738,7,False,1
2738,8,False,1
2738,9,False,1
2738,10,True,1
2738,11,True,1
2738,12,False,1
2738,13,False,1
2738,14,False,1
2738,15,False,1
2738,16,False,1
2738,17,True,1
2738,18,True,1
2738,19,False,1
2738,20,False,1
2738,21,False,1
2738,22,False,1
2738,23,False,1
2738,24,True,1
2738,25,True,1
2738,26,False,1
2738,27,False,1
2738,28,False,1
2738,29,False,1
2738,30,False,1
2738,31,True,1
2739,1,False,1
2739,2,False,1
2739,3,True,1
2739,4,True,1
2739,5,False,1
2739,6,False,1
2739,7,False,1
2739,8,False,1
2739,9,False,1
2739,10,True,1
2739,11,True,1
2739,12,False,1
2739,13,False,1
2739,14,False,1
2739,15,False,1
2739,16,False,1
2739,17,True,1
2739,18,True,1
2739,19,False,1
2739,20,False,1
2739,21,False,1
2739,22,False,1
2739,23,False,1
2739,24,True,1
2739,25,True,1
2739,26,False,1
2739,27,False,1
2739,28,False,1
2739,29,False,1
2739,30,False,1
2739,31,True,1
2740,1,False,1
2740,2,False,1
2740,3,True,1
2740,4,True,1
2740,5,False,1
2740,6,False,1
2740,7,False,1
2740,8,False,1
2740,9,False,1
2740,10,True,1
2740,11,True,1
2740,12,False,1
2740,13,False,1
2740,14,False,1
2740,15,False,1
2740,16,False,1
2740,17,True,1
2740,18,True,1
2740,19,False,1
2740,20,False,1
2740,21,False,1
2740,22,False,1
2740,23,False,1
2740,24,True,1
2740,25,True,1
2740,26,False,1
2740,27,False,1
2740,28,False,1
2740,29,False,1
2740,30,False,1
2740,31,True,1
2741,1,False,1
2741,2,False,1
2741,3,True,1
2741,4,True,1
2741,5,False,1
2741,6,False,1
2741,7,False,1
2741,8,False,1
2741,9,False,1
2741,10,True,1
2741,11,True,1
2741,12,False,1
2741,13,False,1
2741,14,False,1
2741,15,False,1
2741,16,False,1
2741,17,True,1
2741,18,True,1
2741,19,False,1
2741,20,False,1
2741,21,False,1
2741,22,False,1
2741,23,False,1
2741,24,True,1
2741,25,True,1
2741,26,False,1
2741,27,False,1
2741,28,False,1
2741,29,False,1
2741,30,False,1
2741,31,True,1
2742,1,False,1
2742,2,False,1
2742,3,True,1
2742,4,True,1
2742,5,False,1
2742,6,False,1
2742,7,False,1
2742,8,False,1
2742,9,False,1
2742,10,True,1
2742,11,True,1
2742,12,False,1
2742,13,False,1
2742,14,False,1
2742,15,False,1
2742,16,False,1
2742,17,True,1
2742,18,True,1
2742,19,False,1
2742,20,False,1
2742,21,False,1
2742,22,False,1
2742,23,False,1
2742,24,True,1
2742,25,True,1
2742,26,False,1
2742,27,False,1
2742,28,False,1
2742,29,False,1
2742,30,False,1
2742,31,True,1
2743,1,False,1
2743,2,False,1
2743,3,True,1
2743,4,True,1
2743,5,False,1
2743,6,False,1
2743,7,False,1
2743,8,False,1
2743,9,False,1
2743,10,True,1
2743,11,True,1
2743,12,False,1
2743,13,False,1
2743,14,False,1
2743,15,False,1
2743,16,False,1
2743,17,True,1
2743,18,True,1
2743,19,False,1
2743,20,False,1
2743,21,False,1
2743,22,False,1
2743,23,False,1
2743,24,True,1
2743,25,True,1
2743,26,False,1
2743,27,False,1
2743,28,False,1
2743,29,False,1
2743,30,False,1
2743,31,True,1
